amplicon	ERR0000001	ERR0000002	ERR0000003	total
ERR3:652620.675787	0	0	1	1
ERR3:652630.714248	0	0	1	1
ERR3:652640.690634	0	0	1	1
ERR3:652660.675477	0	0	1	1
ERR3:652680.696540	0	0	1	1
ERR3:652700.671797	0	0	1	1
ERR3:65270.728900	0	0	1	1
ERR3:652720.642712	0	0	1	1
ERR3:652750.705850	0	0	1	1
ERR3:652760.720883	0	0	1	1
ERR3:652770.686476	0	0	1	1
ERR3:652790.721060	0	0	1	1
ERR3:65280.633930	0	0	1	1
ERR3:652810.616296	0	0	1	1
ERR3:652840.725692	0	0	1	1
ERR3:652850.640385	0	0	1	1
ERR3:652880.659931	0	0	1	1
ERR3:652890.691282	0	0	1	1
ERR3:65290.688537	0	0	1	1
ERR3:652910.700189	0	0	1	1
ERR3:652940.683948	0	0	1	1
ERR3:652950.684898	0	0	1	1
ERR3:652960.711253	0	0	1	1
ERR3:652980.661010	0	0	1	1
ERR3:652990.704391	0	0	1	1
ERR3:653000.713255	0	0	1	1
ERR3:65300.668853	0	0	1	1
ERR3:6530.623507	0	0	1	1
ERR3:653030.706920	0	0	1	1
ERR3:653040.721842	0	0	1	1
ERR3:653050.684830	0	0	1	1
ERR3:653080.718444	0	0	1	1
ERR3:653090.718264	0	0	1	1
ERR3:653100.718988	0	0	1	1
ERR3:653110.730371	0	0	1	1
ERR3:653120.702130	0	0	1	1
ERR3:653130.737483	0	0	1	1
ERR3:653140.714435	0	0	1	1
ERR3:653150.682053	0	0	1	1
ERR3:653160.678677	0	0	1	1
ERR3:653200.723902	0	0	1	1
ERR3:65320.618675	0	0	1	1
ERR3:653210.605922	0	0	1	1
ERR3:653220.686884	0	0	1	1
ERR3:653240.715291	0	0	1	1
ERR3:653270.661381	0	0	1	1
ERR3:653280.716138	0	0	1	1
ERR3:653290.705738	0	0	1	1
ERR3:653300.675899	0	0	1	1
ERR3:65330.698416	0	0	1	1
ERR3:653320.613093	0	0	1	1
ERR3:653340.624529	0	0	1	1
ERR3:653350.739127	0	0	1	1
ERR3:653360.723644	0	0	1	1
ERR3:653380.687005	0	0	1	1
ERR3:653400.712828	0	0	1	1
ERR3:65340.721326	0	0	1	1
ERR3:653420.729801	0	0	1	1
ERR3:653470.647391	0	0	1	1
ERR3:653480.649423	0	0	1	1
ERR3:65350.626209	0	0	1	1
ERR3:653510.609119	0	0	1	1
ERR3:653530.736755	0	0	1	1
ERR3:653540.710973	0	0	1	1
ERR3:653570.697824	0	0	1	1
ERR3:653590.706461	0	0	1	1
ERR3:653600.615132	0	0	1	1
ERR3:65360.639732	0	0	1	1
ERR3:653610.657279	0	0	1	1
ERR3:653650.690486	0	0	1	1
ERR3:653690.656039	0	0	1	1
ERR3:653700.684075	0	0	1	1
ERR3:653730.716075	0	0	1	1
ERR3:653740.642084	0	0	1	1
ERR3:653750.714987	0	0	1	1
ERR3:653760.703494	0	0	1	1
ERR3:653770.683232	0	0	1	1
ERR3:653780.649982	0	0	1	1
ERR3:653790.696530	0	0	1	1
ERR3:653840.707119	0	0	1	1
ERR3:653850.713443	0	0	1	1
ERR3:653860.718882	0	0	1	1
ERR3:653870.631543	0	0	1	1
ERR3:653880.703130	0	0	1	1
ERR3:653890.687909	0	0	1	1
ERR3:653910.705337	0	0	1	1
ERR3:653930.701043	0	0	1	1
ERR3:653940.738412	0	0	1	1
ERR3:653970.717675	0	0	1	1
ERR3:653980.722314	0	0	1	1
ERR3:654000.713987	0	0	1	1
ERR3:65400.702785	0	0	1	1
ERR3:6540.665403	0	0	1	1
ERR3:654040.733724	0	0	1	1
ERR3:654050.654930	0	0	1	1
ERR3:654060.722289	0	0	1	1
ERR3:654070.736861	0	0	1	1
ERR3:654080.642425	0	0	1	1
ERR3:654090.688602	0	0	1	1
ERR3:654100.707967	0	0	1	1
ERR3:65410.697344	0	0	1	1
ERR3:654110.710910	0	0	1	1
ERR3:654140.623126	0	0	1	1
ERR3:654160.655395	0	0	1	1
ERR3:654170.655742	0	0	1	1
ERR3:654180.670687	0	0	1	1
ERR3:654190.718040	0	0	1	1
ERR3:65420.707206	0	0	1	1
ERR3:654220.718214	0	0	1	1
ERR3:654230.696580	0	0	1	1
ERR3:654280.699214	0	0	1	1
ERR3:654290.709562	0	0	1	1
ERR3:654310.712215	0	0	1	1
ERR3:654330.668791	0	0	1	1
ERR3:654350.721796	0	0	1	1
ERR3:654360.713258	0	0	1	1
ERR3:654390.709031	0	0	1	1
ERR3:65440.706821	0	0	1	1
ERR3:654430.706146	0	0	1	1
ERR3:654450.672335	0	0	1	1
ERR3:654460.695824	0	0	1	1
ERR3:654470.679523	0	0	1	1
ERR3:654490.737583	0	0	1	1
ERR3:654510.699239	0	0	1	1
ERR3:654520.630213	0	0	1	1
ERR3:654560.650947	0	0	1	1
ERR3:654570.713650	0	0	1	1
ERR3:654580.732372	0	0	1	1
ERR3:654590.612817	0	0	1	1
ERR3:654610.707854	0	0	1	1
ERR3:654620.671898	0	0	1	1
ERR3:654630.708714	0	0	1	1
ERR3:654640.694768	0	0	1	1
ERR3:654660.605863	0	0	1	1
ERR3:654680.675472	0	0	1	1
ERR3:654700.709152	0	0	1	1
ERR3:654710.696303	0	0	1	1
ERR3:654730.704941	0	0	1	1
ERR3:654750.686408	0	0	1	1
ERR3:654760.706651	0	0	1	1
ERR3:654780.742707	0	0	1	1
ERR3:654800.676720	0	0	1	1
ERR3:65480.699937	0	0	1	1
ERR3:654860.687769	0	0	1	1
ERR3:65490.704965	0	0	1	1
ERR3:654920.666172	0	0	1	1
ERR3:654930.715319	0	0	1	1
ERR3:654940.728015	0	0	1	1
ERR3:654960.705972	0	0	1	1
ERR3:655000.662636	0	0	1	1
ERR3:65500.663615	0	0	1	1
ERR3:655010.629372	0	0	1	1
ERR3:655030.601545	0	0	1	1
ERR3:655060.721478	0	0	1	1
ERR3:655080.711682	0	0	1	1
ERR3:65510.663680	0	0	1	1
ERR3:655110.667101	0	0	1	1
ERR3:655120.716443	0	0	1	1
ERR3:655140.688438	0	0	1	1
ERR3:655150.680459	0	0	1	1
ERR3:655170.715804	0	0	1	1
ERR3:655180.689222	0	0	1	1
ERR3:655200.714793	0	0	1	1
ERR3:655210.662330	0	0	1	1
ERR3:655240.723701	0	0	1	1
ERR3:655290.708858	0	0	1	1
ERR3:655330.700558	0	0	1	1
ERR3:655340.708435	0	0	1	1
ERR3:655350.714671	0	0	1	1
ERR3:655360.679454	0	0	1	1
ERR3:655370.677245	0	0	1	1
ERR3:655380.631758	0	0	1	1
ERR3:655400.701622	0	0	1	1
ERR3:655410.690315	0	0	1	1
ERR3:655420.700034	0	0	1	1
ERR3:655430.716827	0	0	1	1
ERR3:655440.603425	0	0	1	1
ERR3:655460.695494	0	0	1	1
ERR3:655470.679634	0	0	1	1
ERR3:655480.675277	0	0	1	1
ERR3:655500.674037	0	0	1	1
ERR3:65550.709902	0	0	1	1
ERR3:655510.632544	0	0	1	1
ERR3:655530.621403	0	0	1	1
ERR3:655540.621113	0	0	1	1
ERR3:655550.710491	0	0	1	1
ERR3:655560.662340	0	0	1	1
ERR3:655570.694840	0	0	1	1
ERR3:655590.710148	0	0	1	1
ERR3:65560.711541	0	0	1	1
ERR3:655610.627383	0	0	1	1
ERR3:655650.659307	0	0	1	1
ERR3:655670.718189	0	0	1	1
ERR3:655680.677420	0	0	1	1
ERR3:655690.719775	0	0	1	1
ERR3:65570.712388	0	0	1	1
ERR3:655730.679134	0	0	1	1
ERR3:655740.677192	0	0	1	1
ERR3:655800.691749	0	0	1	1
ERR3:65580.711361	0	0	1	1
ERR3:655810.609754	0	0	1	1
ERR3:655820.681119	0	0	1	1
ERR3:655830.725749	0	0	1	1
ERR3:655840.718679	0	0	1	1
ERR3:655850.687568	0	0	1	1
ERR3:655870.714670	0	0	1	1
ERR3:655880.682714	0	0	1	1
ERR3:655900.654325	0	0	1	1
ERR3:655910.687123	0	0	1	1
ERR3:655920.712253	0	0	1	1
ERR3:655930.723704	0	0	1	1
ERR3:655940.718333	0	0	1	1
ERR3:655970.706972	0	0	1	1
ERR3:655980.717963	0	0	1	1
ERR3:656010.715413	0	0	1	1
ERR3:656020.719263	0	0	1	1
ERR3:656030.660585	0	0	1	1
ERR3:656040.721037	0	0	1	1
ERR3:656050.698127	0	0	1	1
ERR3:656070.696552	0	0	1	1
ERR3:656090.723198	0	0	1	1
ERR3:656100.726287	0	0	1	1
ERR3:65610.663393	0	0	1	1
ERR3:656130.706448	0	0	1	1
ERR3:656140.713443	0	0	1	1
ERR3:656150.670182	0	0	1	1
ERR3:656170.666503	0	0	1	1
ERR3:656180.705805	0	0	1	1
ERR3:656200.717329	0	0	1	1
ERR3:65620.719947	0	0	1	1
ERR3:656210.711565	0	0	1	1
ERR3:656230.710838	0	0	1	1
ERR3:656240.610251	0	0	1	1
ERR3:656270.667276	0	0	1	1
ERR3:656290.716270	0	0	1	1
ERR3:656310.707254	0	0	1	1
ERR3:656320.665891	0	0	1	1
ERR3:656350.718796	0	0	1	1
ERR3:656370.646189	0	0	1	1
ERR3:656390.722257	0	0	1	1
ERR3:656430.697373	0	0	1	1
ERR3:656440.662638	0	0	1	1
ERR3:656460.710046	0	0	1	1
ERR3:656480.718073	0	0	1	1
ERR3:656490.721013	0	0	1	1
ERR3:656500.680185	0	0	1	1
ERR3:65650.733150	0	0	1	1
ERR3:656510.714788	0	0	1	1
ERR3:656520.708676	0	0	1	1
ERR3:656550.719019	0	0	1	1
ERR3:656560.728780	0	0	1	1
ERR3:656570.702723	0	0	1	1
ERR3:656600.657357	0	0	1	1
ERR3:65660.623370	0	0	1	1
ERR3:656610.704723	0	0	1	1
ERR3:656620.698434	0	0	1	1
ERR3:656640.632583	0	0	1	1
ERR3:656650.687520	0	0	1	1
ERR3:656660.703954	0	0	1	1
ERR3:656670.674469	0	0	1	1
ERR3:656690.632491	0	0	1	1
ERR3:656710.717312	0	0	1	1
ERR3:656720.722873	0	0	1	1
ERR3:656740.718843	0	0	1	1
ERR3:656760.683654	0	0	1	1
ERR3:656780.674808	0	0	1	1
ERR3:656790.736263	0	0	1	1
ERR3:656810.673069	0	0	1	1
ERR3:656820.685977	0	0	1	1
ERR3:656830.647137	0	0	1	1
ERR3:656840.715160	0	0	1	1
ERR3:656850.648789	0	0	1	1
ERR3:656860.711100	0	0	1	1
ERR3:656870.639139	0	0	1	1
ERR3:656910.639710	0	0	1	1
ERR3:656920.657383	0	0	1	1
ERR3:656930.642995	0	0	1	1
ERR3:656940.716798	0	0	1	1
ERR3:656990.674932	0	0	1	1
ERR3:657000.670130	0	0	1	1
ERR3:65700.716195	0	0	1	1
ERR3:657020.631607	0	0	1	1
ERR3:657030.671074	0	0	1	1
ERR3:657050.607660	0	0	1	1
ERR3:657090.676010	0	0	1	1
ERR3:657100.735556	0	0	1	1
ERR3:65710.641859	0	0	1	1
ERR3:657120.601045	0	0	1	1
ERR3:657160.620220	0	0	1	1
ERR3:657170.713773	0	0	1	1
ERR3:657180.709603	0	0	1	1
ERR3:657200.666664	0	0	1	1
ERR3:65720.677450	0	0	1	1
ERR3:657220.708239	0	0	1	1
ERR3:657230.615538	0	0	1	1
ERR3:657250.684303	0	0	1	1
ERR3:657260.662471	0	0	1	1
ERR3:657270.712948	0	0	1	1
ERR3:657280.607824	0	0	1	1
ERR3:657290.721148	0	0	1	1
ERR3:657300.719098	0	0	1	1
ERR3:657310.706986	0	0	1	1
ERR3:657320.703449	0	0	1	1
ERR3:657330.613669	0	0	1	1
ERR3:657340.634953	0	0	1	1
ERR3:657350.677156	0	0	1	1
ERR3:657380.708175	0	0	1	1
ERR3:657400.711339	0	0	1	1
ERR3:65740.701272	0	0	1	1
ERR3:657410.718811	0	0	1	1
ERR3:657420.692455	0	0	1	1
ERR3:657430.716273	0	0	1	1
ERR3:657450.697590	0	0	1	1
ERR3:657470.706279	0	0	1	1
ERR3:657490.722100	0	0	1	1
ERR3:65750.629066	0	0	1	1
ERR3:657510.622473	0	0	1	1
ERR3:657520.712420	0	0	1	1
ERR3:657530.713635	0	0	1	1
ERR3:657540.700498	0	0	1	1
ERR3:657550.640599	0	0	1	1
ERR3:657580.704229	0	0	1	1
ERR3:657600.670011	0	0	1	1
ERR3:65760.706725	0	0	1	1
ERR3:657630.678499	0	0	1	1
ERR3:657640.705606	0	0	1	1
ERR3:657650.607040	0	0	1	1
ERR3:657660.726793	0	0	1	1
ERR3:657670.667898	0	0	1	1
ERR3:657690.707350	0	0	1	1
ERR3:657700.692984	0	0	1	1
ERR3:65770.714725	0	0	1	1
ERR3:657720.700108	0	0	1	1
ERR3:657740.711336	0	0	1	1
ERR3:657750.713789	0	0	1	1
ERR3:657760.686560	0	0	1	1
ERR3:657770.718994	0	0	1	1
ERR3:657780.620315	0	0	1	1
ERR3:657790.695722	0	0	1	1
ERR3:657800.665546	0	0	1	1
ERR3:657810.696658	0	0	1	1
ERR3:657820.627915	0	0	1	1
ERR3:657830.690854	0	0	1	1
ERR3:657840.715678	0	0	1	1
ERR3:657850.698669	0	0	1	1
ERR3:657860.718744	0	0	1	1
ERR3:657870.684645	0	0	1	1
ERR3:657880.702598	0	0	1	1
ERR3:657900.667649	0	0	1	1
ERR3:657910.707075	0	0	1	1
ERR3:657930.709472	0	0	1	1
ERR3:657960.671903	0	0	1	1
ERR3:657980.633608	0	0	1	1
ERR3:658000.680762	0	0	1	1
ERR3:658020.714028	0	0	1	1
ERR3:658040.664343	0	0	1	1
ERR3:658050.712703	0	0	1	1
ERR3:658060.615268	0	0	1	1
ERR3:658080.624581	0	0	1	1
ERR3:658100.714218	0	0	1	1
ERR3:658110.663713	0	0	1	1
ERR3:658120.721683	0	0	1	1
ERR3:658140.673949	0	0	1	1
ERR3:658160.691882	0	0	1	1
ERR3:658170.636534	0	0	1	1
ERR3:658180.606625	0	0	1	1
ERR3:658200.702140	0	0	1	1
ERR3:65820.631394	0	0	1	1
ERR3:658220.639908	0	0	1	1
ERR3:658250.608092	0	0	1	1
ERR3:658260.717826	0	0	1	1
ERR3:658270.623674	0	0	1	1
ERR3:658280.718621	0	0	1	1
ERR3:658300.655996	0	0	1	1
ERR3:65830.696318	0	0	1	1
ERR3:658310.711163	0	0	1	1
ERR3:658320.705042	0	0	1	1
ERR3:658330.675979	0	0	1	1
ERR3:658340.691828	0	0	1	1
ERR3:658350.691990	0	0	1	1
ERR3:658360.651436	0	0	1	1
ERR3:658370.712063	0	0	1	1
ERR3:658390.708017	0	0	1	1
ERR3:658410.645494	0	0	1	1
ERR3:658420.662444	0	0	1	1
ERR3:658430.720179	0	0	1	1
ERR3:658450.718252	0	0	1	1
ERR3:658470.639928	0	0	1	1
ERR3:658480.714634	0	0	1	1
ERR3:658490.703892	0	0	1	1
ERR3:65850.713039	0	0	1	1
ERR3:658510.661062	0	0	1	1
ERR3:658520.715228	0	0	1	1
ERR3:658530.710183	0	0	1	1
ERR3:658550.718247	0	0	1	1
ERR3:658560.668123	0	0	1	1
ERR3:658570.700572	0	0	1	1
ERR3:658580.710790	0	0	1	1
ERR3:658590.720737	0	0	1	1
ERR3:658600.659667	0	0	1	1
ERR3:658610.705602	0	0	1	1
ERR3:658650.644248	0	0	1	1
ERR3:658690.711653	0	0	1	1
ERR3:658700.702343	0	0	1	1
ERR3:65870.711801	0	0	1	1
ERR3:658730.663143	0	0	1	1
ERR3:658740.684389	0	0	1	1
ERR3:658760.680246	0	0	1	1
ERR3:658770.716222	0	0	1	1
ERR3:658780.701395	0	0	1	1
ERR3:658790.694266	0	0	1	1
ERR3:65880.653125	0	0	1	1
ERR3:658820.696464	0	0	1	1
ERR3:658840.703707	0	0	1	1
ERR3:658850.653857	0	0	1	1
ERR3:658860.685546	0	0	1	1
ERR3:658870.652436	0	0	1	1
ERR3:658890.733607	0	0	1	1
ERR3:658900.716315	0	0	1	1
ERR3:65890.711983	0	0	1	1
ERR3:658920.656090	0	0	1	1
ERR3:658930.720669	0	0	1	1
ERR3:658940.701542	0	0	1	1
ERR3:658950.709869	0	0	1	1
ERR3:658960.714299	0	0	1	1
ERR3:658970.723968	0	0	1	1
ERR3:658990.677637	0	0	1	1
ERR3:65900.726813	0	0	1	1
ERR3:6590.721897	0	0	1	1
ERR3:659050.721328	0	0	1	1
ERR3:659070.687599	0	0	1	1
ERR3:659080.663283	0	0	1	1
ERR3:659090.704116	0	0	1	1
ERR3:659100.653379	0	0	1	1
ERR3:65910.692621	0	0	1	1
ERR3:659110.614430	0	0	1	1
ERR3:659120.717229	0	0	1	1
ERR3:659130.716641	0	0	1	1
ERR3:659160.736593	0	0	1	1
ERR3:65920.711796	0	0	1	1
ERR3:659210.710365	0	0	1	1
ERR3:659260.711577	0	0	1	1
ERR3:659270.709040	0	0	1	1
ERR3:659280.722183	0	0	1	1
ERR3:659300.719597	0	0	1	1
ERR3:65930.699659	0	0	1	1
ERR3:659310.686964	0	0	1	1
ERR3:659320.733862	0	0	1	1
ERR3:659330.606596	0	0	1	1
ERR3:659370.711390	0	0	1	1
ERR3:659400.678372	0	0	1	1
ERR3:659410.698098	0	0	1	1
ERR3:659420.716492	0	0	1	1
ERR3:659460.630472	0	0	1	1
ERR3:659480.708079	0	0	1	1
ERR3:659530.692682	0	0	1	1
ERR3:659540.662442	0	0	1	1
ERR3:659560.681886	0	0	1	1
ERR3:659570.730768	0	0	1	1
ERR3:659580.673588	0	0	1	1
ERR3:659600.720620	0	0	1	1
ERR3:659610.682710	0	0	1	1
ERR3:659630.695030	0	0	1	1
ERR3:659650.697148	0	0	1	1
ERR3:659660.717848	0	0	1	1
ERR3:659670.703194	0	0	1	1
ERR3:659680.719349	0	0	1	1
ERR3:659690.695331	0	0	1	1
ERR3:659710.711616	0	0	1	1
ERR3:659720.698540	0	0	1	1
ERR3:659770.732528	0	0	1	1
ERR3:659780.648669	0	0	1	1
ERR3:659790.700081	0	0	1	1
ERR3:659800.674775	0	0	1	1
ERR3:659810.686107	0	0	1	1
ERR3:659830.679255	0	0	1	1
ERR3:659840.724051	0	0	1	1
ERR3:659850.712998	0	0	1	1
ERR3:659860.727717	0	0	1	1
ERR3:659870.680353	0	0	1	1
ERR3:659880.641137	0	0	1	1
ERR3:659900.684541	0	0	1	1
ERR3:65990.643074	0	0	1	1
ERR3:659920.690782	0	0	1	1
ERR3:659930.713589	0	0	1	1
ERR3:659960.645264	0	0	1	1
ERR3:659980.653730	0	0	1	1
ERR3:659990.708419	0	0	1	1
ERR3:660000.698770	0	0	1	1
ERR3:66000.698884	0	0	1	1
ERR3:660010.730000	0	0	1	1
ERR3:660020.690451	0	0	1	1
ERR3:660030.634112	0	0	1	1
ERR3:660050.713882	0	0	1	1
ERR3:660060.711389	0	0	1	1
ERR3:660080.720812	0	0	1	1
ERR3:660120.715551	0	0	1	1
ERR3:660150.697829	0	0	1	1
ERR3:660160.604283	0	0	1	1
ERR3:660170.696382	0	0	1	1
ERR3:660180.713621	0	0	1	1
ERR3:66020.663777	0	0	1	1
ERR3:660210.714176	0	0	1	1
ERR3:660240.702140	0	0	1	1
ERR3:660250.688404	0	0	1	1
ERR3:660260.733983	0	0	1	1
ERR3:660280.662081	0	0	1	1
ERR3:660290.660625	0	0	1	1
ERR3:660300.713656	0	0	1	1
ERR3:66030.617868	0	0	1	1
ERR3:660310.645183	0	0	1	1
ERR3:660320.650738	0	0	1	1
ERR3:660340.609907	0	0	1	1
ERR3:660350.624538	0	0	1	1
ERR3:660360.722364	0	0	1	1
ERR3:660370.707971	0	0	1	1
ERR3:660380.685728	0	0	1	1
ERR3:660390.701507	0	0	1	1
ERR3:660400.684256	0	0	1	1
ERR3:66040.698991	0	0	1	1
ERR3:660410.693285	0	0	1	1
ERR3:660430.735464	0	0	1	1
ERR3:660450.698929	0	0	1	1
ERR3:660500.700717	0	0	1	1
ERR3:66050.715177	0	0	1	1
ERR3:660520.716129	0	0	1	1
ERR3:660530.718660	0	0	1	1
ERR3:660550.716857	0	0	1	1
ERR3:660560.692458	0	0	1	1
ERR3:660580.689799	0	0	1	1
ERR3:660600.698826	0	0	1	1
ERR3:66060.632673	0	0	1	1
ERR3:660620.718687	0	0	1	1
ERR3:660660.713086	0	0	1	1
ERR3:660670.710422	0	0	1	1
ERR3:660680.717341	0	0	1	1
ERR3:660690.637323	0	0	1	1
ERR3:660710.711998	0	0	1	1
ERR3:660730.729683	0	0	1	1
ERR3:660740.714261	0	0	1	1
ERR3:660760.682888	0	0	1	1
ERR3:660770.738120	0	0	1	1
ERR3:660780.698592	0	0	1	1
ERR3:660790.676416	0	0	1	1
ERR3:660800.697362	0	0	1	1
ERR3:66080.632608	0	0	1	1
ERR3:660850.702820	0	0	1	1
ERR3:660860.646005	0	0	1	1
ERR3:660870.710639	0	0	1	1
ERR3:660900.614210	0	0	1	1
ERR3:66090.728500	0	0	1	1
ERR3:660920.703732	0	0	1	1
ERR3:660930.698687	0	0	1	1
ERR3:660950.684014	0	0	1	1
ERR3:660960.728375	0	0	1	1
ERR3:660970.653783	0	0	1	1
ERR3:660980.722288	0	0	1	1
ERR3:660990.628479	0	0	1	1
ERR3:661000.614101	0	0	1	1
ERR3:66100.705403	0	0	1	1
ERR3:661020.606461	0	0	1	1
ERR3:661040.722324	0	0	1	1
ERR3:661050.715748	0	0	1	1
ERR3:661070.630212	0	0	1	1
ERR3:661080.623810	0	0	1	1
ERR3:66110.729828	0	0	1	1
ERR3:661110.702216	0	0	1	1
ERR3:661140.713551	0	0	1	1
ERR3:661150.713960	0	0	1	1
ERR3:661190.717229	0	0	1	1
ERR3:66120.720708	0	0	1	1
ERR3:661210.603349	0	0	1	1
ERR3:661240.710778	0	0	1	1
ERR3:661270.667212	0	0	1	1
ERR3:661280.739558	0	0	1	1
ERR3:661290.704578	0	0	1	1
ERR3:661300.718781	0	0	1	1
ERR3:66130.663609	0	0	1	1
ERR3:661310.674520	0	0	1	1
ERR3:661320.741789	0	0	1	1
ERR3:661330.696667	0	0	1	1
ERR3:661350.715134	0	0	1	1
ERR3:661390.680485	0	0	1	1
ERR3:66140.625157	0	0	1	1
ERR3:661410.696392	0	0	1	1
ERR3:661420.708444	0	0	1	1
ERR3:661430.692599	0	0	1	1
ERR3:661450.680569	0	0	1	1
ERR3:661470.720153	0	0	1	1
ERR3:661500.699162	0	0	1	1
ERR3:66150.739126	0	0	1	1
ERR3:661520.684548	0	0	1	1
ERR3:661530.695629	0	0	1	1
ERR3:661540.694132	0	0	1	1
ERR3:661550.678548	0	0	1	1
ERR3:661570.647264	0	0	1	1
ERR3:661600.717589	0	0	1	1
ERR3:661610.693637	0	0	1	1
ERR3:661640.679660	0	0	1	1
ERR3:661650.725016	0	0	1	1
ERR3:661660.626424	0	0	1	1
ERR3:661670.685683	0	0	1	1
ERR3:661680.693840	0	0	1	1
ERR3:661690.689637	0	0	1	1
ERR3:661700.646260	0	0	1	1
ERR3:66170.666040	0	0	1	1
ERR3:661710.724781	0	0	1	1
ERR3:661730.622925	0	0	1	1
ERR3:661750.697374	0	0	1	1
ERR3:661780.662211	0	0	1	1
ERR3:661790.640987	0	0	1	1
ERR3:661800.710484	0	0	1	1
ERR3:66180.640534	0	0	1	1
ERR3:661810.730084	0	0	1	1
ERR3:661820.705704	0	0	1	1
ERR3:661830.691007	0	0	1	1
ERR3:661860.724359	0	0	1	1
ERR3:66190.716523	0	0	1	1
ERR3:661940.736466	0	0	1	1
ERR3:661950.702373	0	0	1	1
ERR3:661960.631629	0	0	1	1
ERR3:661980.707734	0	0	1	1
ERR3:662000.616963	0	0	1	1
ERR3:6620.694115	0	0	1	1
ERR3:662020.704065	0	0	1	1
ERR3:662070.706883	0	0	1	1
ERR3:662080.693659	0	0	1	1
ERR3:662110.614594	0	0	1	1
ERR3:662120.697525	0	0	1	1
ERR3:662130.698808	0	0	1	1
ERR3:662140.613064	0	0	1	1
ERR3:662150.680840	0	0	1	1
ERR3:662160.692684	0	0	1	1
ERR3:662170.690371	0	0	1	1
ERR3:662180.641559	0	0	1	1
ERR3:662200.670190	0	0	1	1
ERR3:66220.714290	0	0	1	1
ERR3:662210.727667	0	0	1	1
ERR3:662220.706317	0	0	1	1
ERR3:662240.660021	0	0	1	1
ERR3:662250.703126	0	0	1	1
ERR3:662260.698525	0	0	1	1
ERR3:662270.655876	0	0	1	1
ERR3:662280.719602	0	0	1	1
ERR3:662300.601931	0	0	1	1
ERR3:66230.708150	0	0	1	1
ERR3:662320.703093	0	0	1	1
ERR3:662330.678977	0	0	1	1
ERR3:662360.641549	0	0	1	1
ERR3:662370.648359	0	0	1	1
ERR3:662380.705980	0	0	1	1
ERR3:662390.689082	0	0	1	1
ERR3:662410.707581	0	0	1	1
ERR3:662430.693727	0	0	1	1
ERR3:662440.619418	0	0	1	1
ERR3:662450.617225	0	0	1	1
ERR3:662460.718975	0	0	1	1
ERR3:662470.732986	0	0	1	1
ERR3:662490.702191	0	0	1	1
ERR3:662500.696564	0	0	1	1
ERR3:66250.658745	0	0	1	1
ERR3:662520.736734	0	0	1	1
ERR3:662530.709782	0	0	1	1
ERR3:662560.695687	0	0	1	1
ERR3:662580.745981	0	0	1	1
ERR3:66260.728105	0	0	1	1
ERR3:662610.710065	0	0	1	1
ERR3:662620.707624	0	0	1	1
ERR3:662630.709472	0	0	1	1
ERR3:662650.659438	0	0	1	1
ERR3:662660.675830	0	0	1	1
ERR3:662680.714731	0	0	1	1
ERR3:662700.702783	0	0	1	1
ERR3:66270.692721	0	0	1	1
ERR3:662710.684036	0	0	1	1
ERR3:662720.709244	0	0	1	1
ERR3:662730.719871	0	0	1	1
ERR3:662740.683315	0	0	1	1
ERR3:662760.636332	0	0	1	1
ERR3:662790.702983	0	0	1	1
ERR3:662800.731601	0	0	1	1
ERR3:66280.703539	0	0	1	1
ERR3:662810.713180	0	0	1	1
ERR3:662830.719524	0	0	1	1
ERR3:662840.692122	0	0	1	1
ERR3:662860.723672	0	0	1	1
ERR3:662880.667803	0	0	1	1
ERR3:66290.705768	0	0	1	1
ERR3:662920.728081	0	0	1	1
ERR3:662930.710070	0	0	1	1
ERR3:662950.696611	0	0	1	1
ERR3:663000.712629	0	0	1	1
ERR3:66300.754708	0	0	1	1
ERR3:663010.719527	0	0	1	1
ERR3:663020.706383	0	0	1	1
ERR3:663040.735520	0	0	1	1
ERR3:663050.675447	0	0	1	1
ERR3:663080.719276	0	0	1	1
ERR3:663090.714790	0	0	1	1
ERR3:663100.702858	0	0	1	1
ERR3:66310.654896	0	0	1	1
ERR3:663120.737376	0	0	1	1
ERR3:663160.665791	0	0	1	1
ERR3:663170.672141	0	0	1	1
ERR3:663220.719954	0	0	1	1
ERR3:663250.736788	0	0	1	1
ERR3:663260.684676	0	0	1	1
ERR3:663270.662364	0	0	1	1
ERR3:663280.698306	0	0	1	1
ERR3:663300.660895	0	0	1	1
ERR3:66330.703333	0	0	1	1
ERR3:663320.711243	0	0	1	1
ERR3:663330.684890	0	0	1	1
ERR3:663340.637627	0	0	1	1
ERR3:663360.685849	0	0	1	1
ERR3:663370.703678	0	0	1	1
ERR3:663380.684650	0	0	1	1
ERR3:663390.709515	0	0	1	1
ERR3:66340.715907	0	0	1	1
ERR3:663430.712864	0	0	1	1
ERR3:663450.699597	0	0	1	1
ERR3:663460.698054	0	0	1	1
ERR3:663470.667248	0	0	1	1
ERR3:663480.709516	0	0	1	1
ERR3:663500.700020	0	0	1	1
ERR3:663530.630952	0	0	1	1
ERR3:663550.640382	0	0	1	1
ERR3:663560.716517	0	0	1	1
ERR3:663580.698947	0	0	1	1
ERR3:663600.633911	0	0	1	1
ERR3:663610.712275	0	0	1	1
ERR3:663650.727846	0	0	1	1
ERR3:663680.658610	0	0	1	1
ERR3:663690.732024	0	0	1	1
ERR3:663730.629139	0	0	1	1
